,location,total_sqft,bath,price,bhk
5454,Old Madras Road,1165.0,2,51.42,2
5455,Padmanabhanagar,1020.0,2,63.0,2
5456,Padmanabhanagar,1176.0,2,62.0,2
5457,Padmanabhanagar,1258.0,2,115.0,2
5458,Padmanabhanagar,1708.0,2,90.5,3
5459,Padmanabhanagar,1100.0,2,65.0,2
5460,Padmanabhanagar,3400.0,3,210.0,4
5461,Padmanabhanagar,1531.0,2,75.0,3
5462,Padmanabhanagar,1400.0,3,65.0,3
5463,Padmanabhanagar,1360.0,2,75.0,3
5464,Padmanabhanagar,4500.0,4,360.0,3
5465,Padmanabhanagar,1200.0,2,60.0,2
5466,Padmanabhanagar,1710.0,2,90.63,3
5467,Padmanabhanagar,1000.0,1,90.0,2
5468,Padmanabhanagar,1067.0,2,52.0,2
5469,Padmanabhanagar,1250.0,2,70.0,3
5470,Padmanabhanagar,1350.0,3,71.55,3
5471,Padmanabhanagar,1360.0,3,75.0,3
5472,Padmanabhanagar,1100.0,2,60.0,2
5473,Padmanabhanagar,2051.0,3,180.0,3
5474,Padmanabhanagar,2051.0,3,170.0,3
5475,Pai Layout,1006.0,2,35.0,2
5476,Pai Layout,1550.0,2,90.0,3
5477,Pai Layout,1050.0,2,40.0,2
5478,Pai Layout,1400.0,2,67.0,3
5479,Pai Layout,1100.0,2,50.0,2
5480,Pai Layout,1255.0,2,80.0,2
5481,Pai Layout,1075.0,2,35.0,2
5482,Pai Layout,1400.0,2,57.5,2
5483,Pai Layout,1175.0,2,60.0,2
5484,Pai Layout,810.0,2,34.5,2
5485,Pai Layout,1000.0,2,34.0,2
5486,Pai Layout,1000.0,2,42.0,2
5487,Pai Layout,3800.0,6,175.0,6
5488,Pai Layout,1068.0,2,48.0,2
5489,Pai Layout,1510.0,2,65.0,3
5490,Pai Layout,1500.0,2,58.0,3
5491,Pai Layout,1600.0,2,65.0,3
5492,Panathur,1359.0,2,87.0,2
5493,Panathur,1438.0,2,100.0,2
5494,Panathur,1688.0,3,118.0,3
5495,Panathur,1695.0,3,90.0,3
5496,Panathur,1198.0,2,77.0,2
5497,Panathur,1180.0,2,70.0,2
5498,Panathur,1546.0,3,99.0,3
5499,Panathur,1370.0,2,75.0,3
5500,Panathur,1000.0,2,65.3,2
5501,Panathur,1109.0,2,63.0,2
5502,Panathur,1000.0,2,68.0,2
5503,Panathur,1255.0,2,79.0,2
5504,Panathur,1205.0,2,62.9,2
5505,Panathur,1198.0,2,82.0,2
5506,Panathur,1235.0,2,65.0,2
5507,Panathur,1210.0,2,80.0,2
5508,Panathur,1210.0,2,77.0,2
5509,Panathur,661.0,1,40.0,1
5510,Panathur,1210.0,2,78.0,2
5511,Panathur,1861.0,3,92.0,3
5512,Panathur,1050.0,2,60.0,2
5513,Panathur,1398.0,2,97.0,2
5514,Panathur,1065.0,2,58.0,2
5515,Panathur,1007.0,2,64.0,2
5516,Panathur,1210.0,2,77.93,2
5517,Panathur,1230.0,2,80.0,2
5518,Panathur,980.0,2,57.0,2
5519,Panathur,1075.0,2,60.0,2
5520,Panathur,1210.0,2,69.0,2
5521,Panathur,1343.0,2,76.0,2
5522,Parappana Agrahara,1194.0,2,47.0,2
5523,Parappana Agrahara,1194.0,2,47.0,2
5524,Parappana Agrahara,1194.0,2,46.0,2
5525,Parappana Agrahara,1194.0,2,47.0,2
5526,Parappana Agrahara,1194.0,2,46.0,2
5527,Parappana Agrahara,1194.0,2,47.0,2
5528,Parappana Agrahara,1194.0,2,47.0,2
5529,Parappana Agrahara,1092.0,2,43.0,2
5530,Parappana Agrahara,1194.0,2,45.0,2
5531,Parappana Agrahara,1200.0,1,45.0,1
5532,Parappana Agrahara,1194.0,2,46.0,2
5533,Parappana Agrahara,1194.0,2,47.0,2
5534,Parappana Agrahara,1194.0,2,47.0,2
5535,Parappana Agrahara,1194.0,2,46.0,2
5536,Parappana Agrahara,1194.0,2,46.0,2
5537,Pattandur Agrahara,1550.0,2,80.0,3
5538,Pattandur Agrahara,1025.0,2,44.5,2
5539,Pattandur Agrahara,1247.0,2,59.8,2
5540,Pattandur Agrahara,900.0,2,42.0,2
5541,Pattandur Agrahara,1302.0,2,66.0,2
5542,Pattandur Agrahara,1550.0,2,80.0,3
5543,Pattandur Agrahara,1247.0,2,62.35,2
5544,Pattandur Agrahara,1350.0,2,68.0,2
5545,Poorna Pragna Layout,920.0,2,39.55,2
5546,Poorna Pragna Layout,1475.0,2,58.99,3
5547,Poorna Pragna Layout,1270.0,2,50.79,3
5548,Poorna Pragna Layout,1160.0,2,46.39,2
5549,Poorna Pragna Layout,1270.0,2,50.79,3
5550,Poorna Pragna Layout,1270.0,2,50.79,3
5551,Poorna Pragna Layout,965.0,2,48.0,2
5552,Poorna Pragna Layout,1355.0,2,58.25,3
5553,Poorna Pragna Layout,1355.0,2,58.27,3
5554,Poorna Pragna Layout,1475.0,2,58.99,3
5555,Poorna Pragna Layout,1270.0,2,50.79,3
5556,Poorna Pragna Layout,1160.0,2,46.39,2
5557,Poorna Pragna Layout,1270.0,2,50.79,3
5558,Poorna Pragna Layout,1160.0,2,46.39,2
5559,Poorna Pragna Layout,1475.0,2,58.99,3
5560,Poorna Pragna Layout,1270.0,2,50.79,3
5561,Poorna Pragna Layout,960.0,2,50.0,2
5562,Poorna Pragna Layout,1270.0,2,50.79,3
5563,Prithvi Layout,2028.0,4,162.0,4
5564,Prithvi Layout,1352.0,2,87.5,2
5565,Prithvi Layout,1190.0,2,68.0,2
5566,Prithvi Layout,1352.0,2,85.0,2
5567,Prithvi Layout,1352.0,2,75.0,2
5568,Prithvi Layout,2273.0,4,220.0,3
5569,Prithvi Layout,1352.0,3,93.0,2
5570,Prithvi Layout,2273.0,4,192.0,3
5571,Prithvi Layout,1352.0,2,72.0,2
5572,Prithvi Layout,2100.0,3,125.0,3
5573,R.T. Nagar,1500.0,4,70.0,4
5574,R.T. Nagar,1200.0,2,120.0,2
5575,R.T. Nagar,1560.0,3,85.0,3
5576,R.T. Nagar,1040.0,2,46.0,2
5577,R.T. Nagar,1235.0,2,65.0,2
5578,R.T. Nagar,1140.0,3,130.0,3
5579,R.T. Nagar,970.0,2,55.0,2
5580,R.T. Nagar,1560.0,3,125.0,3
5581,R.T. Nagar,1200.0,2,60.0,2
5582,R.T. Nagar,1680.0,3,72.0,3
5583,R.T. Nagar,1400.0,2,78.0,3
5584,R.T. Nagar,1200.0,3,140.0,3
5585,R.T. Nagar,1100.0,3,125.0,2
5586,R.T. Nagar,1150.0,2,72.0,2
5587,R.T. Nagar,1500.0,4,185.0,4
5588,R.T. Nagar,3600.0,8,165.0,9
5589,R.T. Nagar,1080.0,2,48.0,2
5590,R.T. Nagar,1325.0,2,52.0,2
5591,R.T. Nagar,1800.0,3,120.0,4
5592,R.T. Nagar,1300.0,3,145.0,3
5593,R.T. Nagar,1500.0,2,70.0,3
5594,R.T. Nagar,1100.0,2,85.0,2
5595,R.T. Nagar,1667.0,3,130.0,3
5596,Rachenahalli,1050.0,2,52.07,2
5597,Rachenahalli,1530.0,2,74.5,3
5598,Rachenahalli,1050.0,2,55.5,2
5599,Rachenahalli,1530.0,2,74.4,3
5600,Rachenahalli,1050.0,2,53.5,2
5601,Rachenahalli,1530.0,2,74.39,3
5602,Rachenahalli,1220.0,2,59.5,2
5603,Rachenahalli,1050.0,2,52.5,2
5604,Rachenahalli,1550.0,3,73.5,3
5605,Rachenahalli,1050.0,2,52.1,2
5606,Rachenahalli,1050.0,2,53.5,2
5607,Rachenahalli,1113.0,2,55.0,2
5608,Rachenahalli,3657.0,5,220.0,4
5609,Rachenahalli,1550.0,3,74.5,3
5610,Rachenahalli,1530.0,2,74.4,3
5611,Rachenahalli,1530.0,2,74.5,3
5612,Rachenahalli,680.0,1,32.64,1
5613,Rachenahalli,412.5,1,19.8,1
5614,Rachenahalli,1050.0,2,52.5,2
5615,Rachenahalli,1550.0,3,72.5,3
5616,Rachenahalli,1530.0,2,74.4,3
5617,Rachenahalli,690.0,1,39.8,1
5618,Rachenahalli,1050.0,2,47.25,2
5619,Rachenahalli,1050.0,2,55.5,2
5620,Rachenahalli,985.0,2,49.97,2
5621,Rachenahalli,1050.0,2,52.5,2
5622,Rachenahalli,1050.0,2,52.08,2
5623,Rachenahalli,1550.0,3,72.5,3
5624,Rachenahalli,1050.0,2,52.07,2
5625,Rachenahalli,1530.0,2,74.4,3
5626,Rachenahalli,1050.0,2,52.08,2
5627,Rachenahalli,985.0,2,49.97,2
5628,Rachenahalli,1856.0,3,106.0,3
5629,Rachenahalli,1050.0,2,52.5,2
5630,Rachenahalli,985.0,2,50.17,2
5631,Rachenahalli,2600.0,3,160.0,3
5632,Rachenahalli,1550.0,3,68.5,3
5633,Rachenahalli,1550.0,2,73.5,3
5634,Rachenahalli,985.0,2,50.17,2
5635,Rachenahalli,1050.0,2,52.71,2
5636,Raja Rajeshwari Nagar,1540.0,3,60.0,3
5637,Raja Rajeshwari Nagar,1693.0,3,57.39,3
5638,Raja Rajeshwari Nagar,1295.0,2,43.9,2
5639,Raja Rajeshwari Nagar,1145.0,2,45.79,2
5640,Raja Rajeshwari Nagar,1419.0,2,48.1,2
5641,Raja Rajeshwari Nagar,1295.0,2,55.47,2
5642,Raja Rajeshwari Nagar,1133.0,2,49.07,2
5643,Raja Rajeshwari Nagar,1090.0,2,42.0,2
5644,Raja Rajeshwari Nagar,1260.0,2,67.39,2
5645,Raja Rajeshwari Nagar,1141.0,2,38.55,2
5646,Raja Rajeshwari Nagar,1140.0,2,49.39,2
5647,Raja Rajeshwari Nagar,1303.0,2,55.79,2
5648,Raja Rajeshwari Nagar,600.0,1,22.0,1
5649,Raja Rajeshwari Nagar,1278.0,2,53.76,3
5650,Raja Rajeshwari Nagar,500.0,1,25.0,1
5651,Raja Rajeshwari Nagar,1143.0,2,38.65,2
5652,Raja Rajeshwari Nagar,1610.0,3,74.0,3
5653,Raja Rajeshwari Nagar,1105.0,2,65.0,2
5654,Raja Rajeshwari Nagar,1693.0,3,57.39,3
5655,Raja Rajeshwari Nagar,1258.0,2,63.53,2
5656,Raja Rajeshwari Nagar,1128.0,2,38.24,2
5657,Raja Rajeshwari Nagar,1157.0,2,53.8,2
5658,Raja Rajeshwari Nagar,1185.0,2,47.39,2
5659,Raja Rajeshwari Nagar,1530.0,3,57.0,3
5660,Raja Rajeshwari Nagar,1530.0,3,61.2,3
5661,Raja Rajeshwari Nagar,1030.0,2,50.0,2
5662,Raja Rajeshwari Nagar,1144.0,2,38.55,2
5663,Raja Rajeshwari Nagar,1196.0,2,51.51,2
5664,Raja Rajeshwari Nagar,1570.0,3,88.0,3
5665,Raja Rajeshwari Nagar,1168.0,2,61.0,2
5666,Raja Rajeshwari Nagar,1306.0,2,55.91,2
5667,Raja Rajeshwari Nagar,1608.0,3,67.98,3
5668,Raja Rajeshwari Nagar,1530.0,3,51.87,3
5669,Raja Rajeshwari Nagar,1575.0,2,78.0,3
5670,Raja Rajeshwari Nagar,1200.0,2,35.0,2
5671,Raja Rajeshwari Nagar,1151.0,2,39.02,2
5672,Raja Rajeshwari Nagar,1570.0,2,65.0,3
5673,Raja Rajeshwari Nagar,1580.0,3,53.56,3
5674,Raja Rajeshwari Nagar,1196.0,2,51.15,2
5675,Raja Rajeshwari Nagar,1419.0,2,48.0,2
5676,Raja Rajeshwari Nagar,1560.0,2,62.4,3
5677,Raja Rajeshwari Nagar,1295.0,2,70.0,2
5678,Raja Rajeshwari Nagar,648.0,1,31.75,1
5679,Raja Rajeshwari Nagar,1100.0,2,55.0,2
5680,Raja Rajeshwari Nagar,1140.0,2,38.55,2
5681,Raja Rajeshwari Nagar,1090.0,2,43.59,2
5682,Raja Rajeshwari Nagar,1530.0,3,51.77,3
5683,Raja Rajeshwari Nagar,1023.0,2,42.0,2
5684,Raja Rajeshwari Nagar,1070.0,2,50.0,2
5685,Raja Rajeshwari Nagar,1510.0,2,59.0,3
5686,Raja Rajeshwari Nagar,4800.0,8,225.0,8
5687,Raja Rajeshwari Nagar,1128.0,2,48.79,2
5688,Raja Rajeshwari Nagar,1267.0,2,42.85,2
5689,Raja Rajeshwari Nagar,550.0,1,21.0,1
5690,Raja Rajeshwari Nagar,1120.0,2,37.95,2
5691,Raja Rajeshwari Nagar,1608.0,2,85.0,2
5692,Raja Rajeshwari Nagar,1210.0,2,45.0,2
5693,Raja Rajeshwari Nagar,1240.0,2,53.27,2
5694,Raja Rajeshwari Nagar,1395.0,2,72.0,3
5695,Raja Rajeshwari Nagar,1165.0,2,45.0,2
5696,Raja Rajeshwari Nagar,1288.0,2,70.0,3
5697,Raja Rajeshwari Nagar,1120.0,2,37.97,2
5698,Raja Rajeshwari Nagar,1140.0,2,38.65,2
5699,Raja Rajeshwari Nagar,1095.0,2,38.33,2
5700,Raja Rajeshwari Nagar,1420.0,2,60.0,3
5701,Raja Rajeshwari Nagar,1303.0,2,44.17,2
5702,Raja Rajeshwari Nagar,1580.0,3,53.56,3
5703,Raja Rajeshwari Nagar,1185.0,2,40.17,2
5704,Raja Rajeshwari Nagar,1140.0,2,49.27,2
5705,Raja Rajeshwari Nagar,1430.0,2,50.0,3
5706,Raja Rajeshwari Nagar,1095.0,2,38.33,2
5707,Raja Rajeshwari Nagar,1235.0,2,75.0,2
5708,Raja Rajeshwari Nagar,1280.0,3,57.6,3
5709,Raja Rajeshwari Nagar,1303.0,2,55.79,2
5710,Raja Rajeshwari Nagar,1162.0,2,65.0,2
5711,Raja Rajeshwari Nagar,1133.0,2,38.41,2
5712,Raja Rajeshwari Nagar,1151.0,2,49.0,2
5713,Raja Rajeshwari Nagar,1267.0,2,54.35,2
5714,Raja Rajeshwari Nagar,1550.0,3,52.45,3
5715,Raja Rajeshwari Nagar,1100.0,2,50.0,2
5716,Raja Rajeshwari Nagar,1185.0,2,40.17,2
5717,Raja Rajeshwari Nagar,1751.0,3,72.0,3
5718,Raja Rajeshwari Nagar,1306.0,2,44.17,2
5719,Raja Rajeshwari Nagar,1196.0,2,40.44,2
5720,Raja Rajeshwari Nagar,1178.0,2,75.0,2
5721,Raja Rajeshwari Nagar,1128.0,2,40.0,2
5722,Raja Rajeshwari Nagar,1151.0,2,39.0,2
5723,Raja Rajeshwari Nagar,1375.0,2,54.99,3
5724,Raja Rajeshwari Nagar,1525.0,2,99.13,3
5725,Raja Rajeshwari Nagar,1060.0,2,48.0,2
5726,Raja Rajeshwari Nagar,3900.0,6,195.0,6
5727,Raja Rajeshwari Nagar,1128.0,2,48.79,2
5728,Raja Rajeshwari Nagar,1400.0,2,48.0,3
5729,Raja Rajeshwari Nagar,1170.0,2,50.0,2
5730,Raja Rajeshwari Nagar,1625.0,2,54.0,3
5731,Raja Rajeshwari Nagar,1185.0,2,51.15,2
5732,Raja Rajeshwari Nagar,1255.0,2,53.87,2
5733,Raja Rajeshwari Nagar,1419.0,2,60.42,2
5734,Raja Rajeshwari Nagar,1693.0,3,71.38,3
5735,Raja Rajeshwari Nagar,3600.0,9,240.0,9
5736,Raja Rajeshwari Nagar,1196.0,2,40.54,2
5737,Raja Rajeshwari Nagar,1196.0,2,40.54,2
5738,Raja Rajeshwari Nagar,1630.0,3,60.65,3
5739,Raja Rajeshwari Nagar,1531.0,3,51.77,3
5740,Raja Rajeshwari Nagar,1160.0,2,70.0,2
5741,Raja Rajeshwari Nagar,1133.0,2,38.37,2
5742,Raja Rajeshwari Nagar,1140.0,2,48.7,2
5743,Raja Rajeshwari Nagar,1140.0,2,38.65,2
5744,Raja Rajeshwari Nagar,1140.0,2,38.55,2
5745,Raja Rajeshwari Nagar,1295.0,2,55.47,2
5746,Raja Rajeshwari Nagar,1133.0,2,40.0,2
5747,Raja Rajeshwari Nagar,1510.0,2,55.0,3
5748,Raja Rajeshwari Nagar,1550.0,3,86.8,3
5749,Raja Rajeshwari Nagar,1400.0,2,45.0,2
5750,Raja Rajeshwari Nagar,1110.0,2,52.0,2
5751,Raja Rajeshwari Nagar,1580.0,3,83.74,3
5752,Raja Rajeshwari Nagar,1608.0,3,54.51,3
5753,Raja Rajeshwari Nagar,1640.0,3,86.8,3
5754,Raja Rajeshwari Nagar,1500.0,3,51.04,3
5755,Raja Rajeshwari Nagar,1185.0,2,51.15,2
5756,Raja Rajeshwari Nagar,1295.0,2,43.9,2
5757,Raja Rajeshwari Nagar,1279.0,2,53.76,3
5758,Raja Rajeshwari Nagar,1196.0,2,40.54,2
5759,Raja Rajeshwari Nagar,1240.0,2,40.54,2
5760,Raja Rajeshwari Nagar,1090.0,2,57.0,2
5761,Raja Rajeshwari Nagar,1240.0,2,42.04,2
5762,Raja Rajeshwari Nagar,1757.0,3,98.0,3
5763,Raja Rajeshwari Nagar,1530.0,3,64.0,3
5764,Raja Rajeshwari Nagar,1587.0,3,73.8,3
5765,Raja Rajeshwari Nagar,1529.0,3,51.77,3
5766,Raja Rajeshwari Nagar,1295.0,2,55.47,2
5767,Raja Rajeshwari Nagar,1450.0,2,67.0,3
5768,Raja Rajeshwari Nagar,1090.0,2,57.0,2
5769,Raja Rajeshwari Nagar,945.0,2,45.0,2
5770,Raja Rajeshwari Nagar,1303.0,2,55.78,2
5771,Raja Rajeshwari Nagar,3450.0,7,225.0,8
5772,Raja Rajeshwari Nagar,1419.0,2,48.1,2
5773,Raja Rajeshwari Nagar,1700.0,2,86.0,3
5774,Raja Rajeshwari Nagar,1270.0,2,62.0,2
5775,Raja Rajeshwari Nagar,1250.0,2,68.0,2
5776,Raja Rajeshwari Nagar,1260.0,2,62.0,3
5777,Raja Rajeshwari Nagar,1196.0,2,40.54,2
5778,Raja Rajeshwari Nagar,1580.0,2,66.85,3
5779,Raja Rajeshwari Nagar,1050.0,2,37.0,2
5780,Raja Rajeshwari Nagar,1021.0,3,59.0,3
5781,Raja Rajeshwari Nagar,1196.0,2,40.54,2
5782,Raja Rajeshwari Nagar,1500.0,3,88.0,3
5783,Raja Rajeshwari Nagar,1168.0,2,66.0,2
5784,Raja Rajeshwari Nagar,1400.0,2,86.0,3
5785,Raja Rajeshwari Nagar,1157.0,2,65.0,2
5786,Raja Rajeshwari Nagar,1206.0,2,40.7,2
5787,Raja Rajeshwari Nagar,1000.0,2,50.0,2
5788,Raja Rajeshwari Nagar,1485.0,2,63.0,3
5789,Raja Rajeshwari Nagar,1335.0,2,56.0,3
5790,Raja Rajeshwari Nagar,1571.0,3,53.12,3
5791,Raja Rajeshwari Nagar,1255.0,2,42.54,2
5792,Raja Rajeshwari Nagar,1530.0,3,64.86,3
5793,Raja Rajeshwari Nagar,1850.0,3,98.0,3
5794,Raja Rajeshwari Nagar,1140.0,2,44.0,2
5795,Raja Rajeshwari Nagar,6000.0,8,215.0,8
5796,Raja Rajeshwari Nagar,1140.0,2,39.0,2
5797,Raja Rajeshwari Nagar,510.0,1,22.0,1
5798,Raja Rajeshwari Nagar,1187.0,2,40.14,2
5799,Raja Rajeshwari Nagar,1141.0,2,60.0,2
5800,Rajaji Nagar,1640.0,3,229.0,3
5801,Rajaji Nagar,2390.0,3,415.0,3
5802,Rajaji Nagar,2390.0,3,410.0,3
5803,Rajaji Nagar,1725.0,3,200.0,3
5804,Rajaji Nagar,3516.0,4,540.0,4
5805,Rajaji Nagar,1640.0,3,223.0,3
5806,Rajaji Nagar,3526.0,4,492.0,4
5807,Rajaji Nagar,3526.0,4,558.0,4
5808,Rajaji Nagar,3539.5,2,424.5,4
5809,Rajaji Nagar,2849.0,5,300.0,5
5810,Rajaji Nagar,1800.0,3,260.0,3
5811,Rajaji Nagar,1640.0,3,241.0,3
5812,Rajaji Nagar,1370.0,2,170.0,2
5813,Rajaji Nagar,2409.0,3,360.0,3
5814,Rajaji Nagar,1718.0,3,288.0,2
5815,Rajaji Nagar,2386.0,3,334.0,3
5816,Rajaji Nagar,1200.0,2,150.0,2
5817,Rajaji Nagar,1160.0,1,163.0,2
5818,Rajaji Nagar,1222.0,2,112.0,2
5819,Rajaji Nagar,660.0,1,75.0,1
5820,Rajaji Nagar,1440.0,2,170.0,2
5821,Rajaji Nagar,2448.0,3,400.0,3
5822,Rajaji Nagar,1440.0,2,185.0,2
5823,Rajaji Nagar,1640.0,3,230.0,3
5824,Rajaji Nagar,2648.0,5,251.5,4
5825,Rajaji Nagar,3730.0,4,370.0,4
5826,Rajaji Nagar,1800.0,2,250.0,3
5827,Rajaji Nagar,3100.0,4,550.0,4
5828,Rajaji Nagar,3526.0,4,598.0,4
5829,Rajaji Nagar,1357.0,2,130.0,2
5830,Rajaji Nagar,2300.0,3,369.0,3
5831,Rajaji Nagar,1640.0,3,220.0,3
5832,Rajaji Nagar,2500.0,3,350.0,3
5833,Rajaji Nagar,1615.0,3,175.0,3
5834,Rajaji Nagar,1776.0,3,190.0,3
5835,Rajaji Nagar,2559.0,3,403.0,3
5836,Rajaji Nagar,1763.0,3,262.0,2
5837,Rajaji Nagar,1640.0,3,220.0,3
5838,Rajaji Nagar,1613.0,3,150.0,3
5839,Rajaji Nagar,1380.0,3,130.0,3
5840,Rajaji Nagar,2400.0,3,320.0,5
5841,Rajaji Nagar,1800.0,3,240.0,3
5842,Rajaji Nagar,2533.0,3,425.0,3
5843,Rajaji Nagar,1268.0,2,127.0,2
5844,Rajaji Nagar,2450.0,3,330.0,3
5845,Rajaji Nagar,1640.0,3,262.0,3
5846,Rajaji Nagar,1200.0,1,200.0,2
5847,Rajaji Nagar,2367.0,3,375.0,3
5848,Rajaji Nagar,2440.0,2,415.0,4
5849,Rajaji Nagar,1640.0,3,251.0,3
5850,Rajaji Nagar,2733.0,5,259.0,4
5851,Rajaji Nagar,1640.0,3,268.0,3
5852,Rajaji Nagar,2367.0,4,340.0,3
5853,Rajaji Nagar,1720.0,3,224.0,3
5854,Rajaji Nagar,3600.0,5,510.0,5
5855,Rajaji Nagar,1350.0,4,230.0,4
5856,Rajaji Nagar,1700.0,3,200.0,3
5857,Rajaji Nagar,1357.0,2,123.0,2
5858,Rajaji Nagar,2300.0,4,240.0,3
5859,Rajaji Nagar,2400.0,5,408.0,5
5860,Rajaji Nagar,2500.0,3,340.0,3
5861,Rajaji Nagar,2390.0,3,372.0,3
5862,Rajaji Nagar,2415.0,3,399.0,3
5863,Rajaji Nagar,1718.0,3,275.0,2
5864,Rajaji Nagar,1763.0,3,240.0,2
5865,Rajaji Nagar,2367.0,3,320.0,3
5866,Rajaji Nagar,2409.0,3,395.0,3
5867,Rajaji Nagar,1314.0,2,225.0,2
5868,Rajaji Nagar,1440.0,2,165.0,2
5869,Rajaji Nagar,1640.0,3,245.0,3
5870,Rajiv Nagar,1690.0,3,125.0,3
5871,Rajiv Nagar,1263.0,2,93.32,2
5872,Rajiv Nagar,2340.0,4,148.0,4
5873,Rajiv Nagar,2340.0,5,129.0,4
5874,Rajiv Nagar,1330.0,2,93.0,2
5875,Rajiv Nagar,2340.0,5,129.0,4
5876,Rajiv Nagar,1309.0,2,80.0,2
5877,Rajiv Nagar,2340.0,4,145.0,4
5878,Rajiv Nagar,2330.0,5,175.0,4
5879,Rajiv Nagar,2340.0,5,160.0,4
5880,Ramagondanahalli,1151.0,2,48.77,2
5881,Ramagondanahalli,1251.0,2,47.0,2
5882,Ramagondanahalli,1235.0,2,52.04,2
5883,Ramagondanahalli,1610.0,2,111.0,3
5884,Ramagondanahalli,540.0,1,30.0,1
5885,Ramagondanahalli,1635.0,3,62.0,3
5886,Ramagondanahalli,1235.0,2,46.8,2
5887,Ramagondanahalli,1215.0,2,51.26,2
5888,Ramagondanahalli,2257.0,4,157.0,3
5889,Ramagondanahalli,1251.0,2,47.4,2
5890,Ramagondanahalli,1610.0,2,115.0,3
5891,Ramagondanahalli,920.0,2,65.0,2
5892,Ramagondanahalli,1215.0,2,45.5,2
5893,Ramagondanahalli,2800.0,4,155.0,4
5894,Ramagondanahalli,1253.0,2,52.66,2
5895,Ramagondanahalli,1295.0,2,95.0,2
5896,Ramagondanahalli,1151.0,2,50.5,2
5897,Ramagondanahalli,1235.0,2,49.3,2
5898,Ramagondanahalli,2257.0,3,159.0,3
5899,Ramagondanahalli,1295.0,2,95.0,2
5900,Ramagondanahalli,1451.0,3,60.44,3
5901,Ramagondanahalli,1910.0,3,142.0,3
5902,Ramagondanahalli,1215.0,2,46.1,2
5903,Ramagondanahalli,1475.0,2,63.0,3
5904,Ramagondanahalli,1251.0,2,50.0,2
5905,Ramagondanahalli,1610.0,2,115.0,3
5906,Ramagondanahalli,1151.0,2,43.6,2
5907,Ramagondanahalli,1635.0,3,61.0,3
5908,Ramagondanahalli,1251.0,2,53.0,2
5909,Ramagondanahalli,845.0,2,45.82,2
5910,Ramagondanahalli,1910.0,3,150.0,3
5911,Ramagondanahalli,1738.0,2,76.0,3
5912,Ramagondanahalli,2040.0,3,114.0,3
5913,Ramagondanahalli,3350.0,3,150.0,3
5914,Ramagondanahalli,1251.0,2,46.0,2
5915,Ramagondanahalli,1635.0,3,57.0,3
5916,Ramagondanahalli,1151.0,2,46.0,2
5917,Ramagondanahalli,1610.0,2,112.0,3
5918,Ramagondanahalli,1610.0,2,115.0,3
5919,Ramagondanahalli,1200.0,3,56.1,3
5920,Ramagondanahalli,2787.0,5,220.0,4
5921,Ramagondanahalli,1475.0,2,55.0,3
5922,Ramagondanahalli,1125.0,2,75.0,2
5923,Ramagondanahalli,1151.0,2,42.5,2
5924,Ramagondanahalli,2257.0,3,155.0,3
5925,Ramagondanahalli,1500.0,3,100.0,3
5926,Ramagondanahalli,1680.0,2,68.0,3
5927,Ramagondanahalli,1910.0,3,131.0,3
5928,Ramamurthy Nagar,3700.0,4,225.0,4
5929,Ramamurthy Nagar,3500.0,5,150.0,5
5930,Ramamurthy Nagar,1050.0,2,37.0,2
5931,Ramamurthy Nagar,1040.0,2,50.0,2
5932,Ramamurthy Nagar,1600.0,3,75.0,3
5933,Ramamurthy Nagar,1200.0,3,72.0,2
5934,Ramamurthy Nagar,360.0,1,26.0,1
5935,Ramamurthy Nagar,950.0,2,50.79,2
5936,Ramamurthy Nagar,1200.0,2,66.0,3
5937,Ramamurthy Nagar,1525.0,3,100.0,3
5938,Ramamurthy Nagar,1200.0,2,80.0,2
5939,Ramamurthy Nagar,1200.0,2,42.0,2
5940,Ramamurthy Nagar,1515.0,3,65.0,3
5941,Ramamurthy Nagar,1100.0,2,68.0,2
5942,Ramamurthy Nagar,1185.0,2,45.5,2
5943,Ramamurthy Nagar,1170.0,2,46.8,2
5944,Ramamurthy Nagar,1150.0,2,51.0,2
5945,Ramamurthy Nagar,1200.0,2,48.0,2
5946,Ramamurthy Nagar,3600.0,3,150.0,3
5947,Ramamurthy Nagar,600.0,3,45.0,2
5948,Ramamurthy Nagar,1110.0,2,65.0,2
5949,Ramamurthy Nagar,1410.0,2,56.4,3
5950,Ramamurthy Nagar,1200.0,2,78.0,2
5951,Ramamurthy Nagar,1000.0,2,41.0,3
5952,Ramamurthy Nagar,600.0,1,43.0,1
5953,Ramamurthy Nagar,1006.0,2,57.0,2
5954,Ramamurthy Nagar,1200.0,2,76.0,2
5955,Ramamurthy Nagar,1300.0,2,52.0,3
5956,Ramamurthy Nagar,1600.0,3,75.0,3
5957,Ramamurthy Nagar,700.0,2,33.0,2
5958,Ramamurthy Nagar,1125.0,2,47.0,2
5959,Ramamurthy Nagar,1000.0,2,62.0,2
5960,Ramamurthy Nagar,1334.0,2,67.0,2
5961,Ramamurthy Nagar,1200.0,2,46.0,2
5962,Ramamurthy Nagar,1200.0,2,57.9,2
5963,Ramamurthy Nagar,1305.0,3,60.0,3
5964,Ramamurthy Nagar,1360.0,2,45.0,2
5965,Ramamurthy Nagar,1170.0,2,44.0,2
5966,Ramamurthy Nagar,2200.0,4,130.0,4
5967,Ramamurthy Nagar,1050.0,2,51.66,2
